SchoolDepartment,CourseTitle,Finish Time,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour,StartTime
Social Impact Eng,ICC Flyer,2019-03-28 17:07:00,rstillgoe7@seesaa.net,Event Management and Logistics,Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance",2019-03-14,22:19:00,2019-03-14 22:19:00
Administrative & Procedural Engineering,DART graduation post,2019-03-28 17:09:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,No Skill,2019-03-15,18:31:00,2019-03-15 18:31:00
Social Impact Engin,Older LGBT Yoga,2019-03-28 17:12:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Social Media Strategy",2019-03-19,16:07:00,2019-03-19 16:07:00
Social Impact Engin,ALTC Networking Meeting,2019-03-28 17:14:00,rstillgoe7@seesaa.net,Event Management and Logistics,Mohammed Fassi,Public Outreach and Engagement,2019-03-28,16:01:00,2019-03-28 16:01:00
Social Impact Eng,ADRC E-news,2019-03-28 17:19:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,Public Outreach and Engagement,2019-03-28,16:09:00,2019-03-28 16:09:00
Social Impact Eng,Oh My Gosh - now what? Event,2019-03-28 23:14:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,No Skill,2019-03-28,17:07:00,2019-03-28 17:07:00
Social Impact Eng,PIT 2019 Infographic,2019-03-29 20:39:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,No Skill,2019-03-28,17:09:00,2019-03-28 17:09:00
Social Impact Engin,April Poster,2019-04-03 21:50:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Proofreading and Quality Assurance, Graphic Design, Technical Documentation",2019-03-28,17:12:00,2019-03-28 17:12:00
Social Impact Eng,PIT 2019 Results News Release,2019-04-04 18:02:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,"Public Outreach and Engagement, Public Relations, Proofreading and Quality Assurance, News and Media Communication",2019-03-28,17:14:00,2019-03-28 17:14:00
Social Impact Engin,What They Had - Caregiving Films,2019-04-08 22:22:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,No Skill,2019-03-28,17:19:00,2019-03-28 17:19:00
Social Impact Eng,Edits to Employee FAQ,2019-04-09 22:06:00,rstillgoe7@seesaa.net,Internal and External Communication,Mohammed Fassi,No Skill,2019-03-28,23:14:00,2019-03-28 23:14:00
Social Impact Engin,Story alive Blog,2019-04-11 00:00:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,"Video Editing, Public Outreach and Engagement, Proofreading and Quality Assurance, Graphic Design, Social Media Strategy",2019-03-29,20:39:00,2019-03-29 20:39:00
Social Impact Eng,Social Work month surprise,2019-04-12 00:28:00,rstillgoe7@seesaa.net,Video Editing and Production,Mohammed Fassi,Video Editing and Production,2019-04-03,21:50:00,2019-04-03 21:50:00
Social Impact Engineering,AITF Final Presentations,2019-04-17 21:05:00,rstillgoe7@seesaa.net,Video Editing and Production,Mohammed Fassi,No Skill,2019-04-04,18:02:00,2019-04-04 18:02:00
Social Impact Eng,Bring your child to work day poster,2019-04-17 21:06:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,Technical Documentation,2019-04-08,22:22:00,2019-04-08 22:22:00
Social Impact Eng,Assessible Communities Committee rack card,2019-04-17 21:07:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Technical Documentation, Graphic Design, Proofreading and Quality Assurance",2019-04-09,22:06:00,2019-04-09 22:06:00
Social Impact Eng,Driving Miss Daisy event,2019-04-17 21:09:00,rstillgoe7@seesaa.net,Unknoun,Mohammed Fassi,"Social Media Strategy, Graphic Design",2019-04-11,00:00:00,2019-04-11 00:00:00
Social Impact Engin,December poster,2019-04-17 21:10:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Technical Documentation, Proofreading and Quality Assurance, Graphic Design",2019-04-12,00:28:00,2019-04-12 00:28:00
Social Impact Engin,Veterans moving poster,2019-04-24 16:20:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Public Outreach and Engagement, Proofreading and Quality Assurance, Graphic Design, Social Media Strategy",2019-04-17,21:05:00,2019-04-17 21:05:00
Social Impact Eng,Socrata descriptions,2019-04-29 19:29:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,"Public Outreach and Engagement, Website Programming, Writing and Editing",2019-04-17,21:06:00,2019-04-17 21:06:00
Social Impact Engin,Weatherization graphics for social media,2019-04-29 19:31:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance, Social Media Strategy",2019-04-17,21:07:00,2019-04-17 21:07:00
Social Impact Eng,"Updating home repair, weatherization and energy webpages",2019-04-29 19:32:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,Website Programming,2019-04-17,21:09:00,2019-04-17 21:09:00
Social Impact Eng,placard designs,2019-04-30 18:45:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design",2019-04-17,21:10:00,2019-04-17 21:10:00
Social Impact Eng,"""The Dirt"" Ad - Tacoma Rainiers",2019-05-01 05:54:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance",2019-04-24,16:20:00,2019-04-24 16:20:00
Social Impact Eng,LTC Providers Meeting,2019-05-01 19:51:00,rstillgoe7@seesaa.net,Event Management and Logistics,Mohammed Fassi,Public Outreach and Engagement,2019-04-29,19:29:00,2019-04-29 19:29:00
Social Impact Engin,ADRC E-News May 2019,2019-05-01 20:42:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,Public Outreach and Engagement,2019-04-29,19:31:00,2019-04-29 19:31:00
Social Impact Engineering,Caregiver Film,2019-05-02 20:49:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,"News and Media Communication, Social Media Strategy",2019-04-29,19:32:00,2019-04-29 19:32:00
Social Impact Engineering,Keys to Caring,2019-05-02 23:21:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,"Proofreading and Quality Assurance, Social Media Strategy, News and Media Communication",2019-04-30,18:45:00,2019-04-30 18:45:00
Social Impact Eng,1/2 Page flyer (portrait) for school districts,2019-05-06 20:24:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Writing and Editing",2019-05-01,05:54:00,2019-05-01 05:54:00
Social Impact Engineering,Yard Signs,2019-05-06 20:27:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Technical Documentation, Graphic Design, Proofreading and Quality Assurance",2019-05-01,19:51:00,2019-05-01 19:51:00
Social Impact Engineering,Edits to Veterans brochure,2019-05-07 16:37:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance",2019-05-01,20:42:00,2019-05-01 20:42:00
Social Impact Engin,Signs,2019-05-08 18:56:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Technical Documentation, Proofreading and Quality Assurance, Graphic Design",2019-05-02,20:49:00,2019-05-02 20:49:00
Social Impact Engin,Sage Table Flyer,2019-05-08 21:32:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,Graphic Design,2019-05-02,23:21:00,2019-05-02 23:21:00
Social Impact Engineering,Bus and Shelter Ads,2019-05-08 21:44:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance, Public Outreach and Engagement",2019-05-06,20:24:00,2019-05-06 20:24:00
Social Impact Eng,Sewer Inserts,2019-05-08 21:52:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance",2019-05-06,20:27:00,2019-05-06 20:27:00
Social Impact Engin,Edits to ACAC page,2019-05-08 23:00:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,Website Programming,2019-05-07,16:37:00,2019-05-07 16:37:00
Social Impact Engin,Ads - testing,2019-05-14 15:55:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,Social Media Strategy,2019-05-08,18:56:00,2019-05-08 18:56:00
Social Impact Eng,Intranet updates,2019-05-21 23:28:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,"Website Programming, Proofreading and Quality Assurance",2019-05-08,21:32:00,2019-05-08 21:32:00
Social Impact Eng,Community Action Month - social media,2019-05-21 23:29:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,Social Media Strategy,2019-05-08,21:44:00,2019-05-08 21:44:00
Social Impact Engin,Peanut Butter Drive Flyer,2019-05-21 23:30:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Technical Documentation, Graphic Design",2019-05-08,21:52:00,2019-05-08 21:52:00
Social Impact Engineering,AITF results report,2019-05-21 23:32:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Social Media Strategy, Proofreading and Quality Assurance",2019-05-08,23:00:00,2019-05-08 23:00:00
Social Impact Engineering,DD bags,2019-05-21 23:33:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,Graphic Design,2019-05-14,15:55:00,2019-05-14 15:55:00
Social Impact Eng,Area Plan Survey,2019-05-22 20:35:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,"Public Outreach and Engagement, Website Programming",2019-05-21,23:28:00,2019-05-21 23:28:00
Social Impact Engineering,Area Plan update ADR,2019-05-29 21:35:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,"Public Outreach and Engagement, News and Media Communication, Writing and Editing, Proofreading and Quality Assurance",2019-05-21,23:29:00,2019-05-21 23:29:00
Social Impact Eng,Flyer for Area Plan Update Survey,2019-05-30 15:03:00,rstillgoe7@seesaa.net,Event Management and Logistics,Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance",2019-05-21,23:30:00,2019-05-21 23:30:00
Social Impact Engin,Area plan summary,2019-05-31 15:45:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,No Skill,2019-05-21,23:32:00,2019-05-21 23:32:00
Social Impact Eng,Area plan update - final,2019-05-31 15:46:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance, Technical Documentation",2019-05-21,23:33:00,2019-05-21 23:33:00
Social Impact Engin,B-25 board,2019-05-31 19:17:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Proofreading and Quality Assurance, Social Media Strategy",2019-05-22,20:35:00,2019-05-22 20:35:00
Social Impact Eng,ECEAP updates,2019-05-31 19:18:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,Website Programming,2019-05-29,21:35:00,2019-05-29 21:35:00
Social Impact Engin,ADRC FCSP bags,2019-06-03 15:04:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,Graphic Design,2019-05-30,15:03:00,2019-05-30 15:03:00
Social Impact Engineering,ADRC E-News June 2019,2019-06-03 15:05:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,Public Outreach and Engagement,2019-05-31,15:45:00,2019-05-31 15:45:00
Social Impact Engineering,LTC Providers Meeting,2019-06-03 15:59:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,Public Outreach and Engagement,2019-05-31,15:46:00,2019-05-31 15:46:00
Social Impact Engin,Powerful Tools for Caregivers,2019-06-03 23:12:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,"Public Outreach and Engagement, Proofreading and Quality Assurance, Public Relations, News and Media Communication",2019-05-31,19:17:00,2019-05-31 19:17:00
Social Impact Engineering,Powerful Tools for Caregivers - Facebook,2019-06-05 20:43:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,"Public Outreach and Engagement, Social Media Strategy",2019-05-31,19:18:00,2019-05-31 19:18:00
Social Impact Engin,Films on Caregiving - Intelligent Lives,2019-06-05 20:45:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,"Public Relations, News and Media Communication",2019-06-03,15:04:00,2019-06-03 15:04:00
Social Impact Eng,Intelligent Lives - event,2019-06-07 23:51:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,"Public Outreach and Engagement, Social Media Strategy",2019-06-03,15:05:00,2019-06-03 15:05:00
Social Impact Eng,SAGE table flyer,2019-06-12 19:47:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Public Outreach and Engagement, Graphic Design, Social Media Strategy",2019-06-03,15:59:00,2019-06-03 15:59:00
Engineering Leadership and Strat,Bus Shelter Ads,2019-06-13 15:05:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance",2019-06-03,23:12:00,2019-06-03 23:12:00
Social Impact Engineering,Fiverrr videos,2019-06-18 17:56:00,rstillgoe7@seesaa.net,Video Editing and Production,Mohammed Fassi,"Video Editing and Production, Proofreading and Quality Assurance, Graphic Design, Social Media Strategy",2019-06-05,20:43:00,2019-06-05 20:43:00
Social Impact Engineering,ADRC bags,2019-06-18 18:32:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,Graphic Design,2019-06-05,20:45:00,2019-06-05 20:45:00
Social Impact Engin,Summer 2019 Newsletter,2019-06-20 16:14:00,rstillgoe7@seesaa.net,Internal and External Communication,Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance, Writing and Editing",2019-06-07,23:51:00,2019-06-07 23:51:00
Social Impact Engin,Doug Means farewell,2019-06-25 16:02:00,rstillgoe7@seesaa.net,Internal and External Communication,Mohammed Fassi,"Graphic Design, Technical Documentation",2019-06-12,19:47:00,2019-06-12 19:47:00
Social Impact Eng,Making the Link logo,2019-06-26 18:23:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,Graphic Design,2019-06-13,15:05:00,2019-06-13 15:05:00
Social Impact Engin,ECEAP inquiry - update,2019-06-26 22:05:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,Website Programming,2019-06-18,17:56:00,2019-06-18 17:56:00
Social Impact Eng,Internal website updates,2019-06-27 17:45:00,rstillgoe7@seesaa.net,Website Programming,Mohammed Fassi,Website Programming,2019-06-18,18:32:00,2019-06-18 18:32:00
Social Impact Eng,Director Annoucement,2019-06-27 23:40:00,rstillgoe7@seesaa.net,Internal and External Communication,Mohammed Fassi,"Writing and Editing, Proofreading and Quality Assurance",2019-06-20,16:14:00,2019-06-20 16:14:00
Social Impact Engineering,Aging Conference: Save the date,2019-07-01 19:48:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance, Technical Documentation",2019-06-25,16:02:00,2019-06-25 16:02:00
Social Impact Engineering,Aging and LTC group,2019-07-02 00:07:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,No Skill,2019-06-26,18:23:00,2019-06-26 18:23:00
Social Impact Engin,Films on Caregiving July 2019,2019-07-02 00:11:00,rstillgoe7@seesaa.net,News Writing and Editing,Mohammed Fassi,"Public Outreach and Engagement, Public Relations, Proofreading and Quality Assurance, Writing and Editing",2019-06-26,22:05:00,2019-06-26 22:05:00
Social Impact Eng,ADRC E Newsletter - July 2019,2019-07-03 21:38:00,rstillgoe7@seesaa.net,Technical Writing,Mohammed Fassi,"Public Outreach and Engagement, Website Programming",2019-06-27,17:45:00,2019-06-27 17:45:00
Social Impact Eng,Caregiver Film Event,2019-07-06 23:43:00,rstillgoe7@seesaa.net,Social Media Strategy,Mohammed Fassi,Social Media Strategy,2019-06-27,23:40:00,2019-06-27 23:40:00
Social Impact Eng,Grand Movie Billboards,2019-07-06 23:44:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance, Public Outreach and Engagement",2019-07-01,19:48:00,2019-07-01 19:48:00
Social Impact Engineering,PCHS Brochure,2019-07-06 23:52:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Technical Documentation, Graphic Design, Proofreading and Quality Assurance",2019-07-02,00:07:00,2019-07-02 00:07:00
Social Impact Engin,2018 Year End Summary,2019-07-06 23:54:00,rstillgoe7@seesaa.net,"Graphic Design/Marketing (Posters, Brochures, Reports)",Mohammed Fassi,"Graphic Design, Proofreading and Quality Assurance",2019-07-02,00:11:00,2019-07-02 00:11:00
